City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Maumere,50,ID,2019-07-07 03:35:14,53,-8.63,122.22,79.62,4.28
Kaduqli,66,SD,2019-07-07 03:35:14,74,11.01,29.72,77.91,2.02
Hasaki,75,JP,2019-07-07 03:35:14,100,35.73,140.83,69.78,11.8
Half Moon Bay,75,US,2019-07-07 03:35:15,82,37.46,-122.43,66.18,2.6
Escarcega,0,MX,2019-07-07 03:35:15,76,18.61,-90.75,78.07,3.07
Khatanga,95,RU,2019-07-07 03:35:16,63,71.98,102.47,50.41,7.13
Masallatah,0,LY,2019-07-07 03:35:16,53,32.62,14.0,74.08,2.97
Fort Nelson,75,CA,2019-07-07 03:35:16,46,58.81,-122.69,73.38,4.6
Morris,1,US,2019-07-07 03:35:17,72,45.59,-95.91,67.98,2.1
Touros,20,BR,2019-07-07 03:35:17,94,-5.2,-35.46,73.38,1.5
Cadillac,1,US,2019-07-07 03:35:18,88,44.25,-85.4,69.78,2.1
Camacha,40,PT,2019-07-07 03:35:18,72,33.08,-16.33,67.98,4.6
Marawi,3,PH,2019-07-07 03:35:18,73,8.0,124.29,84.97,2.24
Villa Carlos Paz,0,AR,2019-07-07 03:35:19,86,-31.42,-64.5,47.98,3.1
Kahului,40,US,2019-07-07 03:35:19,55,20.89,-156.47,85.98,6.7
Gogosari,0,RO,2019-07-07 03:35:20,92,43.87,25.7,67.98,2.11
Tiksi,0,RU,2019-07-07 03:34:38,75,71.64,128.87,41.66,3.39
Griffith,90,AU,2019-07-07 03:35:20,82,-34.29,146.06,58.98,5.7
Sitka,55,US,2019-07-07 03:35:21,84,37.17,-99.65,72.98,3.98
Alta Floresta,0,BR,2019-07-07 03:35:22,83,-9.87,-56.08,71.58,3.1
Jingdezhen,100,CN,2019-07-07 03:35:22,83,29.29,117.2,82.23,0.77
Quatre Cocos,40,MU,2019-07-07 03:35:22,78,-20.21,57.76,72.98,2.6
Nanortalik,100,GL,2019-07-07 03:35:23,73,60.14,-45.24,44.02,0.34
Albion,1,US,2019-07-07 03:35:23,88,41.69,-98.0,72.98,2.6
Puerto Santander,40,VE,2019-07-07 03:35:23,58,8.35,-72.41,84.18,6.2
Xiuyan,100,CN,2019-07-07 03:35:24,71,40.29,123.27,74.04,2.9
Lompoc,90,US,2019-07-07 03:31:57,87,34.64,-120.46,60.98,5.7
Castro Valley,20,US,2019-07-07 03:35:25,67,37.69,-122.09,66.97,2.1
Cabedelo,0,BR,2019-07-07 03:35:25,94,-6.97,-34.84,73.38,1.0
Grindavik,0,IS,2019-07-07 03:35:26,100,63.84,-22.43,49.98,3.6
Provideniya,31,RU,2019-07-07 03:35:26,36,64.42,-173.23,69.65,2.6
Korfovskiy,40,RU,2019-07-07 03:35:26,61,48.22,135.06,78.78,3.0
Taybad,0,IR,2019-07-07 03:35:27,17,34.74,60.78,81.17,9.69
Ajra,75,IN,2019-07-07 03:35:27,94,16.12,74.21,73.38,6.2
Cherskiy,100,RU,2019-07-07 03:35:28,28,68.75,161.3,79.24,5.72
Vila,0,IT,2019-07-07 03:35:28,94,45.18,8.4,74.98,2.6
Mastic Beach,1,US,2019-07-07 03:35:29,88,40.77,-72.85,77.99,3.92
Nemuro,75,JP,2019-07-07 03:35:29,87,43.32,145.57,60.78,2.6
Pisco,75,PE,2019-07-07 03:33:09,88,-13.71,-76.2,62.58,1.5
Mareeba,0,AU,2019-07-07 03:35:30,61,-16.99,145.42,82.97,7.7
Saint-Jean-de-Braye,0,FR,2019-07-07 03:35:30,76,47.92,1.97,62.98,1.0
Parana,90,BR,2019-07-07 03:35:30,88,-7.52,-72.89,62.58,2.6
Nikolayevsk-na-amure,100,RU,2019-07-07 03:35:31,49,53.14,140.72,78.13,2.46
Venado Tuerto,0,AR,2019-07-07 03:35:31,83,-33.75,-61.97,36.98,0.89
Dunedin,44,NZ,2019-07-07 03:35:31,66,-45.87,170.5,51.79,9.38
Adelaide,20,AU,2019-07-07 03:35:32,82,-34.93,138.6,60.98,5.7
Saint-Joseph,19,FR,2019-07-07 03:35:32,83,43.56,6.97,78.78,1.5
Usiacuri,0,CO,2019-07-07 03:35:33,83,10.74,-74.98,82.38,4.6
Flinders,9,AU,2019-07-07 03:35:33,52,-34.58,150.85,66.18,2.6
Haines Junction,0,CA,2019-07-07 03:35:33,31,60.75,-137.51,72.56,3.86
Manta,0,RO,2019-07-07 03:35:34,60,45.1,24.1,59.82,1.5
Hun,75,BE,2019-07-07 03:35:34,82,50.34,4.87,58.98,3.1
Norfolk,40,US,2019-07-07 03:34:43,88,36.85,-76.29,84.97,2.6
Ambilobe,51,MG,2019-07-07 03:35:35,85,-13.19,49.05,69.23,2.55
Balikpapan,75,ID,2019-07-07 03:35:35,69,-1.24,116.86,81.78,2.31
Green River,1,US,2019-07-07 03:35:36,29,41.53,-109.47,66.18,4.1
Ossora,98,RU,2019-07-07 03:35:36,77,59.24,163.07,53.45,3.82
Talnakh,0,RU,2019-07-07 03:35:36,55,69.49,88.39,60.78,7.0
Shingu,20,JP,2019-07-07 03:35:37,65,33.72,135.99,80.58,5.7
Sisimiut,87,GL,2019-07-07 03:35:37,75,66.94,-53.67,44.32,3.65
Shugurovo,100,RU,2019-07-07 03:35:38,90,54.51,52.13,55.81,3.96
Necochea,0,AR,2019-07-07 03:35:39,84,-38.55,-58.74,36.98,1.79
Andros,0,GR,2019-07-07 03:35:39,61,37.83,24.93,79.99,4.6
Yar-Sale,100,RU,2019-07-07 03:35:39,52,66.83,70.83,54.24,9.52
Narsaq,93,GL,2019-07-07 03:35:40,76,60.91,-46.05,51.78,2.6
Sinnamary,89,GF,2019-07-07 03:35:40,80,5.38,-52.96,81.02,6.43
Malaya Purga,100,RU,2019-07-07 03:35:40,80,56.55,53.01,57.97,0.45
Guerrero Negro,0,MX,2019-07-07 03:35:41,86,27.97,-114.04,64.66,7.66
Port-Cartier,20,CA,2019-07-07 03:35:41,51,50.03,-66.88,61.99,6.2
Fochville,0,ZA,2019-07-07 03:35:41,24,-26.49,27.49,46.38,1.0
Sigiriya,100,LK,2019-07-07 03:35:42,64,7.95,80.75,83.99,6.38
Dzhebariki-Khaya,90,RU,2019-07-07 03:35:42,63,62.22,135.8,65.35,1.08
Benjamin Constant,75,BR,2019-07-07 03:35:42,100,-4.38,-70.03,71.58,3.1
Okitipupa,100,NG,2019-07-07 03:35:43,95,6.5,4.78,74.49,1.92
Sharlyk,100,RU,2019-07-07 03:35:43,66,52.93,54.74,60.88,5.47
Morro Bay,1,US,2019-07-07 03:35:44,87,35.37,-120.85,68.99,1.5
Ingham,100,AU,2019-07-07 03:35:44,86,-18.65,146.16,69.29,1.17
Sheboygan,1,US,2019-07-07 03:35:44,59,43.75,-87.71,67.98,5.7
Elesbao Veloso,49,BR,2019-07-07 03:35:45,66,-6.2,-42.14,73.59,0.87
Enshi,100,CN,2019-07-07 03:35:45,67,30.29,109.48,71.47,1.2
Khandbari,98,NP,2019-07-07 03:35:45,89,27.38,87.21,64.09,2.06
Makakilo City,40,US,2019-07-07 03:35:46,65,21.35,-158.09,87.78,6.2
Skjervoy,0,NO,2019-07-07 03:35:46,83,70.03,20.97,52.51,4.9
Naze,100,NG,2019-07-07 03:35:46,95,5.43,7.07,74.0,2.51
Yulara,0,AU,2019-07-07 03:35:47,30,-25.24,130.99,69.78,4.6
Katsuura,20,JP,2019-07-07 03:35:48,58,33.93,134.5,82.38,4.6
Coihaique,100,CL,2019-07-07 03:35:48,100,-45.58,-72.07,33.78,1.0
Mundargi,100,IN,2019-07-07 03:35:48,77,15.22,75.9,74.76,10.39
Evensk,100,RU,2019-07-07 03:35:49,67,61.92,159.24,56.85,5.97
Guhagar,100,IN,2019-07-07 03:35:50,82,17.48,73.19,82.18,10.13
Terra Santa,63,BR,2019-07-07 03:35:50,74,-2.1,-56.49,76.67,1.17
Altdorf,75,CH,2019-07-07 03:35:51,77,46.88,8.64,66.97,1.0
Kultuk,100,RU,2019-07-07 03:35:51,39,51.73,103.71,57.97,1.66
Biloxi,1,US,2019-07-07 03:33:20,70,30.4,-88.89,85.98,1.29
Inhambane,0,MZ,2019-07-07 03:35:52,77,-23.87,35.38,64.38,2.1
Mecca,0,SA,2019-07-07 03:32:20,37,21.43,39.83,79.24,1.99
Ewa Beach,40,US,2019-07-07 03:35:53,52,21.32,-158.01,87.78,6.7
Helsinki,0,FI,2019-07-07 03:33:08,100,60.17,24.94,51.98,1.5
Chokurdakh,100,RU,2019-07-07 03:35:53,78,70.62,147.9,47.13,5.09
Ternate,20,PH,2019-07-07 03:35:54,62,14.29,120.72,89.98,3.1
Vega de Alatorre,61,MX,2019-07-07 03:35:54,94,20.03,-96.65,71.97,1.18
Ocampo,100,MX,2019-07-07 03:35:54,67,27.32,-102.4,74.02,3.27
Deputatskiy,0,RU,2019-07-07 03:35:55,44,69.3,139.9,62.47,5.07
Albanel,5,CA,2019-07-07 03:35:55,76,48.88,-72.44,57.97,3.1
Adrar,0,DZ,2019-07-07 03:35:55,10,27.87,-0.29,87.78,5.1
Zhoucheng,75,CN,2019-07-07 03:35:56,65,31.35,119.33,82.38,4.0
Jumla,0,NP,2019-07-07 03:35:56,60,29.28,82.18,66.14,1.86
Sangar,43,RU,2019-07-07 03:35:57,38,63.92,127.47,72.73,1.22
Hami,0,CN,2019-07-07 03:35:57,41,42.84,93.51,76.87,3.04
Barbate,75,ES,2019-07-07 03:35:57,88,36.19,-5.92,69.78,1.0
Vetapalem,100,IN,2019-07-07 03:35:58,51,15.78,80.32,87.94,7.94
North Myrtle Beach,20,US,2019-07-07 03:35:58,83,33.83,-78.68,82.38,5.1
Key Largo,75,US,2019-07-07 03:35:58,94,25.09,-80.45,83.98,4.25
Matara,98,BI,2019-07-07 03:35:59,87,-3.48,29.48,52.21,0.67
Laguna,75,BZ,2019-07-07 03:35:59,100,16.17,-88.94,76.98,0.32
Port Stanley,90,CA,2019-07-07 03:36:00,88,42.67,-81.22,74.98,1.5
Stralsund,75,DE,2019-07-07 03:36:00,76,54.31,13.08,55.38,6.2
Hoquiam,20,US,2019-07-07 03:36:00,77,46.98,-123.89,64.97,5.1
Bilibino,42,RU,2019-07-07 03:36:01,32,68.06,166.44,70.48,6.11
Longhua,100,CN,2019-07-07 03:36:01,92,29.21,106.21,71.36,1.38
Lata,5,IN,2019-07-07 03:36:01,67,30.78,78.62,51.85,2.04
Suhbaatar,100,MN,2019-07-07 03:36:02,50,50.23,106.21,73.19,4.2
Ouegoa,8,NC,2019-07-07 03:36:02,81,-20.34,164.44,71.38,12.17
Eureka,1,US,2019-07-07 03:33:09,77,40.8,-124.16,60.98,6.2
Christchurch,0,NZ,2019-07-07 03:33:53,54,-43.53,172.64,57.97,1.5
Baherden,20,TM,2019-07-07 03:36:03,23,38.44,57.43,81.85,0.91
Bandarbeyla,79,SO,2019-07-07 03:36:04,55,9.49,50.81,81.1,11.96
Sovetskiy,100,RU,2019-07-07 03:36:04,98,56.76,48.47,53.16,3.27
Sur,25,OM,2019-07-07 03:36:04,47,22.57,59.53,90.92,0.6
Santo Antonio de Padua,5,BR,2019-07-07 03:36:05,84,-21.54,-42.18,53.32,1.47
Ormara,14,PK,2019-07-07 03:36:05,71,25.21,64.64,83.58,1.9
Taltal,79,CL,2019-07-07 03:36:05,93,-25.41,-70.49,48.14,0.91
Umea,51,SE,2019-07-07 03:36:06,76,63.83,20.26,53.58,1.5
Sinegorye,100,RU,2019-07-07 03:36:06,68,62.09,150.53,56.22,3.25
Srednekolymsk,88,RU,2019-07-07 03:36:06,31,67.46,153.71,75.19,2.36
Kuito,0,AO,2019-07-07 03:36:07,48,-12.38,16.94,49.85,2.35
Vardo,1,US,2019-07-07 03:36:07,94,39.62,-77.74,73.97,0.43
Karmaskaly,0,RU,2019-07-07 03:36:07,82,54.37,56.17,58.98,2.0
Phan Thiet,6,VN,2019-07-07 03:36:08,55,10.93,108.1,89.23,3.83
Beloha,1,MG,2019-07-07 03:36:08,96,-25.17,45.06,62.25,1.56
Leningradskiy,29,RU,2019-07-07 03:36:08,55,69.38,178.42,56.31,3.71
Nagapattinam,99,IN,2019-07-07 03:36:09,45,10.76,79.84,89.34,7.31
Ballina,93,IE,2019-07-07 03:36:09,91,54.11,-9.15,53.98,6.69
Bereda,0,ES,2019-07-07 03:36:09,93,43.27,-7.54,61.99,0.99
Codrington,75,AU,2019-07-07 03:36:10,93,-28.95,153.24,62.58,4.1
Carbondale,20,US,2019-07-07 03:36:10,74,38.82,-95.69,78.98,2.1
Nanzhou,100,CN,2019-07-07 03:36:11,66,29.37,112.41,85.54,1.77
Boundiali,97,CI,2019-07-07 03:36:11,90,9.53,-6.48,72.11,2.72
Conde,8,BR,2019-07-07 03:36:13,98,-11.81,-37.61,71.09,2.11
Vernon,75,CA,2019-07-07 03:30:30,60,50.27,-119.27,69.78,4.6
Tecoanapa,90,MX,2019-07-07 03:36:13,83,16.99,-99.26,84.18,2.1
Aklavik,90,CA,2019-07-07 03:36:14,66,68.22,-135.01,49.98,7.2
Amboasary,20,MG,2019-07-07 03:36:14,88,-25.04,46.38,66.18,1.37
Singkang,75,MY,2019-07-07 03:36:14,88,2.1,102.8,78.78,2.1
Sao Felix do Xingu,59,BR,2019-07-07 03:36:00,93,-6.64,-51.99,70.3,0.96
Maturin,36,VE,2019-07-07 03:36:15,84,9.75,-63.18,69.85,1.53
Lewistown,90,US,2019-07-07 03:36:15,88,40.39,-90.15,78.98,2.6
Pilikwe,0,BW,2019-07-07 03:36:16,35,-22.8,27.19,46.57,2.83
Abadan,0,IR,2019-07-07 03:36:16,18,30.36,48.26,93.18,3.1
Lubao,95,CD,2019-07-07 03:36:17,36,-5.39,25.75,74.13,1.62
Kapit,1,MY,2019-07-07 03:36:17,75,2.02,112.94,84.91,0.71
Port Macquarie,40,AU,2019-07-07 03:36:17,55,-31.43,152.91,66.97,3.1
Markova,40,RU,2019-07-07 03:36:18,93,52.21,104.21,64.38,2.0
Bossangoa,100,CF,2019-07-07 03:36:18,98,6.5,17.45,69.09,0.25
Havoysund,0,NO,2019-07-07 03:36:18,93,71.0,24.66,49.98,11.3
Davila,20,PH,2019-07-07 03:36:19,66,18.47,120.58,89.58,5.7
Meulaboh,66,ID,2019-07-07 03:36:19,81,4.14,96.13,80.59,2.23
Zyryanka,99,RU,2019-07-07 03:36:19,37,65.73,150.89,71.34,6.58
Richards Bay,0,ZA,2019-07-07 03:36:20,36,-28.77,32.06,67.85,3.56
Agadez,1,NE,2019-07-07 03:36:20,17,16.97,7.99,87.78,2.1
Kologriv,100,RU,2019-07-07 03:36:20,98,58.83,44.31,49.83,0.84
Acapulco,90,MX,2019-07-07 03:36:02,83,16.86,-99.88,84.18,2.1
Oum Hadjer,6,TD,2019-07-07 03:36:21,41,13.3,19.7,87.67,3.38
Mar del Plata,6,AR,2019-07-07 03:36:22,72,-46.43,-67.52,42.34,2.54
Verkhnevilyuysk,100,RU,2019-07-07 03:36:22,71,63.45,120.31,60.13,3.51
Freeport,82,BS,2019-07-07 03:35:22,74,26.54,-78.7,83.44,6.99
Arman,100,RU,2019-07-07 03:36:23,95,59.7,150.17,46.82,2.03
Broome,11,GB,2019-07-07 03:36:24,87,52.47,1.45,55.38,1.0
Tessalit,61,ML,2019-07-07 03:36:24,39,20.2,1.01,85.69,4.23
Lazaro Cardenas,75,MX,2019-07-07 03:32:08,64,28.39,-105.62,73.38,2.1
Westport,20,US,2019-07-07 03:31:53,83,41.14,-73.36,77.99,2.1
Bagdarin,23,RU,2019-07-07 03:36:25,40,54.44,113.59,74.38,1.97
Gigmoto,100,PH,2019-07-07 03:36:25,74,13.78,124.39,84.25,5.94
Saint-Philippe,1,CA,2019-07-07 03:36:25,45,45.36,-73.48,71.58,5.7
Aguilas,100,ES,2019-07-07 03:36:26,41,37.41,-1.58,77.71,0.92
Nouakchott,40,MR,2019-07-07 03:36:26,88,18.08,-15.98,73.38,5.1
Arinos,0,BR,2019-07-07 03:36:27,69,-15.92,-46.11,58.74,2.42
Wasilla,1,US,2019-07-07 03:31:36,48,61.58,-149.44,87.98,1.5
Mauriti,40,BR,2019-07-07 03:36:27,69,-7.39,-38.77,76.98,1.76
Marsaxlokk,20,MT,2019-07-07 03:36:28,83,35.84,14.54,77.99,2.1
Alexander City,1,US,2019-07-07 03:33:17,74,32.94,-85.95,84.97,2.1
Atbasar,0,KZ,2019-07-07 03:36:28,61,51.81,68.36,62.39,3.09
Coahuayana,95,MX,2019-07-07 03:36:29,70,18.62,-100.35,78.97,1.41
Vertientes,20,CU,2019-07-07 03:36:29,88,21.26,-78.15,80.58,3.6
Sawakin,22,SD,2019-07-07 03:36:29,33,19.1,37.33,82.14,0.27
Birao,100,CF,2019-07-07 03:36:30,81,10.3,22.78,76.25,1.2
Verkhniye Kigi,95,RU,2019-07-07 03:36:30,89,55.41,58.6,56.69,2.85
Concarneau,0,FR,2019-07-07 03:36:30,77,47.88,-3.92,59.99,1.5
Pelotas,24,BR,2019-07-07 03:34:32,84,-31.77,-52.34,39.08,2.4
Hervey Bay,40,AU,2019-07-07 03:34:10,64,-25.3,152.85,75.97,8.2
Shatrovo,0,BG,2019-07-07 03:36:31,87,42.29,22.98,58.98,1.5
Ovruch,69,UA,2019-07-07 03:36:32,84,51.33,28.8,60.16,3.4
Severobaykalsk,9,RU,2019-07-07 03:36:33,71,55.65,109.32,60.9,3.32
Ribeirao,20,BR,2019-07-07 03:36:33,83,-8.51,-35.38,76.98,1.5
Nantucket,90,US,2019-07-07 03:36:33,100,41.28,-70.1,73.97,5.1
Reconquista,0,AR,2019-07-07 03:36:34,63,-29.14,-59.64,40.11,2.2
Stevens Point,90,US,2019-07-07 03:36:34,72,44.52,-89.57,69.78,3.1
Colomi,0,BO,2019-07-07 03:36:34,41,-17.34,-65.87,57.18,1.5
Porto Belo,20,BR,2019-07-07 03:36:35,87,-27.15,-48.54,49.98,4.1
Tevaitoa,22,PF,2019-07-07 03:36:35,85,-16.78,-151.5,76.58,9.24
Dingle,7,PH,2019-07-07 03:36:35,73,11.0,122.67,85.43,4.85
Kovdor,99,RU,2019-07-07 03:36:36,94,67.56,30.47,49.81,2.71
Phuket,40,TH,2019-07-07 03:27:51,62,7.89,98.4,87.78,2.6
Kununurra,0,AU,2019-07-07 03:36:36,17,-15.77,128.74,85.98,8.7
Honiara,40,SB,2019-07-07 03:36:36,66,-9.43,159.96,87.78,2.1
Sarkand,66,KZ,2019-07-07 03:36:37,20,45.41,79.91,89.75,2.43
Karratha,0,AU,2019-07-07 03:36:37,36,-20.74,116.85,76.63,8.22
Desaguadero,0,PE,2019-07-07 03:36:37,53,-16.56,-69.04,38.65,1.76
Lagoa,0,PT,2019-07-07 03:36:38,82,37.14,-8.45,64.97,4.6
Idlib,0,SY,2019-07-07 03:36:38,78,35.93,36.64,76.98,5.1
Aksarka,100,RU,2019-07-07 03:36:39,54,66.56,67.8,52.84,10.84
Ygatimi,0,PY,2019-07-07 03:36:39,71,-24.08,-55.5,38.29,1.18
Mikhaylovka,40,RU,2019-07-07 03:36:39,59,52.96,103.29,70.48,2.19
Cheyenne,75,US,2019-07-07 03:33:05,68,41.14,-104.82,72.98,4.1
Rio Brilhante,0,BR,2019-07-07 03:36:40,68,-21.8,-54.54,40.06,2.86
Vanino,12,RU,2019-07-07 03:36:41,69,53.93,40.55,55.97,2.24
Kieta,96,PG,2019-07-07 03:36:41,65,-6.22,155.63,85.07,7.51
Rawson,80,AR,2019-07-07 03:36:41,64,-43.3,-65.11,46.16,4.55
Omagh,82,GB,2019-07-07 03:36:42,94,54.6,-7.3,42.88,0.97
Katobu,33,ID,2019-07-07 03:36:42,61,-4.94,122.53,81.29,3.24
Djambala,32,CG,2019-07-07 03:36:42,88,-2.55,14.76,68.28,2.78
Fuerte Olimpo,0,BR,2019-07-07 03:36:43,55,-21.04,-57.87,43.44,2.03
Manono,26,CD,2019-07-07 03:36:43,48,-7.3,27.4,67.49,1.29
Taft,1,PH,2019-07-07 03:36:43,55,11.9,125.42,89.39,1.94
Aubergenville,0,FR,2019-07-07 03:36:44,81,48.96,1.86,62.58,1.5
Ust-Omchug,100,RU,2019-07-07 03:36:44,90,61.13,149.63,46.86,0.49
Tomigusuku,75,JP,2019-07-07 03:36:44,94,26.18,127.67,78.78,1.5
Juneau,40,US,2019-07-07 03:36:45,64,58.3,-134.42,73.38,1.5
Grand Baie,40,MU,2019-07-07 03:36:45,78,-20.02,57.58,72.98,2.6
Fomboni,69,KM,2019-07-07 03:36:46,79,-12.28,43.74,77.75,6.2
Novobiryusinskiy,8,RU,2019-07-07 03:36:46,49,56.96,97.71,73.19,3.38
Vao,91,EE,2019-07-07 03:36:47,96,59.1,26.19,49.51,2.25
Puerto Guzman,0,BO,2019-07-07 03:36:47,71,-14.32,-67.54,51.54,1.05
Oyotun,75,PE,2019-07-07 03:36:47,29,-6.85,-79.3,66.18,3.6
Auki,23,NG,2019-07-07 03:36:47,72,12.18,6.51,77.35,5.17
Mehamn,0,NO,2019-07-07 03:36:48,80,71.03,27.85,45.42,8.62
Akdepe,0,TM,2019-07-07 03:36:48,37,42.05,59.39,85.98,4.1
Sibolga,54,ID,2019-07-07 03:36:49,77,1.74,98.78,81.15,4.11
Saint Paul,90,US,2019-07-07 03:35:03,60,44.95,-93.1,75.18,2.1
Mayumba,11,GA,2019-07-07 03:36:49,88,-3.44,10.65,72.46,3.46
Santa Marta de Tormes,0,ES,2019-07-07 03:36:50,87,40.95,-5.63,57.97,2.6
Oranjestad,20,AW,2019-07-07 03:32:10,78,12.52,-70.03,80.58,9.3
Golden,1,US,2019-07-07 03:36:51,68,39.76,-105.22,72.98,2.94
Shadrinsk,0,RU,2019-07-07 03:36:51,82,56.09,63.63,59.42,4.26
Ganzhou,100,CN,2019-07-07 03:36:51,87,25.86,114.93,81.06,0.79
Erzurum,0,TR,2019-07-07 03:36:07,93,39.91,41.27,48.18,1.5
Saint-Augustin,20,CA,2019-07-07 03:36:52,52,45.63,-73.98,71.58,4.6
North Augusta,1,CA,2019-07-07 03:35:31,68,44.76,-75.74,68.99,2.6
Nyzhni Sirohozy,0,UA,2019-07-07 03:36:53,71,46.85,34.38,63.58,2.19
Liwale,0,TZ,2019-07-07 03:36:53,96,-9.8,37.92,58.9,1.24
Arona,0,IT,2019-07-07 03:36:54,94,45.76,8.56,75.97,2.6
Merauke,0,ID,2019-07-07 03:36:54,82,-8.49,140.4,78.94,8.76
Marsh Harbour,0,BS,2019-07-07 03:35:21,74,26.54,-77.06,82.9,5.61
Porto Novo,0,BR,2019-07-07 03:36:54,93,-23.68,-45.44,44.58,6.25
Trinidad,9,BO,2019-07-07 03:36:55,61,-14.83,-64.9,56.0,1.93
Port Hardy,40,CA,2019-07-07 03:33:23,77,50.7,-127.42,60.78,4.1
Yaan,96,NG,2019-07-07 03:36:56,91,7.38,8.57,73.57,2.6
Buloh Kasap,75,MY,2019-07-07 03:36:56,88,2.55,102.76,78.78,2.1
Mount Isa,75,AU,2019-07-07 03:36:57,36,-20.73,139.49,78.78,4.1
Banjar,93,ID,2019-07-07 03:36:57,76,-7.37,108.54,78.11,0.98
Cocorit,0,MX,2019-07-07 03:36:57,28,27.57,-109.96,92.83,3.8
Ishigaki,75,JP,2019-07-07 03:36:58,79,24.34,124.16,89.58,6.7
Fort-Shevchenko,33,KZ,2019-07-07 03:36:58,67,44.51,50.26,76.04,4.51
